ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0036107.jpg,BLURRED_name_train\0036107_generated.png,TRAIN_SEGMENTED\0036107_generated_segmented.png,CVUSA_subset\bingmap\input0036107.png
CVUSA_subset\streetview\0036115.jpg,BLURRED_name_train\0036115_generated.png,TRAIN_SEGMENTED\0036115_generated_segmented.png,CVUSA_subset\bingmap\input0036115.png
CVUSA_subset\streetview\0036126.jpg,BLURRED_name_train\0036126_generated.png,TRAIN_SEGMENTED\0036126_generated_segmented.png,CVUSA_subset\bingmap\input0036126.png
CVUSA_subset\streetview\0036132.jpg,BLURRED_name_train\0036132_generated.png,TRAIN_SEGMENTED\0036132_generated_segmented.png,CVUSA_subset\bingmap\input0036132.png
CVUSA_subset\streetview\0036136.jpg,BLURRED_name_train\0036136_generated.png,TRAIN_SEGMENTED\0036136_generated_segmented.png,CVUSA_subset\bingmap\input0036136.png
CVUSA_subset\streetview\0036148.jpg,BLURRED_name_train\0036148_generated.png,TRAIN_SEGMENTED\0036148_generated_segmented.png,CVUSA_subset\bingmap\input0036148.png
CVUSA_subset\streetview\0036154.jpg,BLURRED_name_train\0036154_generated.png,TRAIN_SEGMENTED\0036154_generated_segmented.png,CVUSA_subset\bingmap\input0036154.png
CVUSA_subset\streetview\0036162.jpg,BLURRED_name_train\0036162_generated.png,TRAIN_SEGMENTED\0036162_generated_segmented.png,CVUSA_subset\bingmap\input0036162.png
CVUSA_subset\streetview\0036168.jpg,BLURRED_name_train\0036168_generated.png,TRAIN_SEGMENTED\0036168_generated_segmented.png,CVUSA_subset\bingmap\input0036168.png
CVUSA_subset\streetview\0036178.jpg,BLURRED_name_train\0036178_generated.png,TRAIN_SEGMENTED\0036178_generated_segmented.png,CVUSA_subset\bingmap\input0036178.png
CVUSA_subset\streetview\0036185.jpg,BLURRED_name_train\0036185_generated.png,TRAIN_SEGMENTED\0036185_generated_segmented.png,CVUSA_subset\bingmap\input0036185.png
CVUSA_subset\streetview\0036186.jpg,BLURRED_name_train\0036186_generated.png,TRAIN_SEGMENTED\0036186_generated_segmented.png,CVUSA_subset\bingmap\input0036186.png
CVUSA_subset\streetview\0036198.jpg,BLURRED_name_train\0036198_generated.png,TRAIN_SEGMENTED\0036198_generated_segmented.png,CVUSA_subset\bingmap\input0036198.png
CVUSA_subset\streetview\0036200.jpg,BLURRED_name_train\0036200_generated.png,TRAIN_SEGMENTED\0036200_generated_segmented.png,CVUSA_subset\bingmap\input0036200.png
CVUSA_subset\streetview\0036205.jpg,BLURRED_name_train\0036205_generated.png,TRAIN_SEGMENTED\0036205_generated_segmented.png,CVUSA_subset\bingmap\input0036205.png
CVUSA_subset\streetview\0036208.jpg,BLURRED_name_train\0036208_generated.png,TRAIN_SEGMENTED\0036208_generated_segmented.png,CVUSA_subset\bingmap\input0036208.png
CVUSA_subset\streetview\0036215.jpg,BLURRED_name_train\0036215_generated.png,TRAIN_SEGMENTED\0036215_generated_segmented.png,CVUSA_subset\bingmap\input0036215.png
CVUSA_subset\streetview\0036219.jpg,BLURRED_name_train\0036219_generated.png,TRAIN_SEGMENTED\0036219_generated_segmented.png,CVUSA_subset\bingmap\input0036219.png
CVUSA_subset\streetview\0036237.jpg,BLURRED_name_train\0036237_generated.png,TRAIN_SEGMENTED\0036237_generated_segmented.png,CVUSA_subset\bingmap\input0036237.png
CVUSA_subset\streetview\0036238.jpg,BLURRED_name_train\0036238_generated.png,TRAIN_SEGMENTED\0036238_generated_segmented.png,CVUSA_subset\bingmap\input0036238.png
CVUSA_subset\streetview\0036242.jpg,BLURRED_name_train\0036242_generated.png,TRAIN_SEGMENTED\0036242_generated_segmented.png,CVUSA_subset\bingmap\input0036242.png
CVUSA_subset\streetview\0036247.jpg,BLURRED_name_train\0036247_generated.png,TRAIN_SEGMENTED\0036247_generated_segmented.png,CVUSA_subset\bingmap\input0036247.png
CVUSA_subset\streetview\0036262.jpg,BLURRED_name_train\0036262_generated.png,TRAIN_SEGMENTED\0036262_generated_segmented.png,CVUSA_subset\bingmap\input0036262.png
CVUSA_subset\streetview\0036270.jpg,BLURRED_name_train\0036270_generated.png,TRAIN_SEGMENTED\0036270_generated_segmented.png,CVUSA_subset\bingmap\input0036270.png
CVUSA_subset\streetview\0036274.jpg,BLURRED_name_train\0036274_generated.png,TRAIN_SEGMENTED\0036274_generated_segmented.png,CVUSA_subset\bingmap\input0036274.png
CVUSA_subset\streetview\0036286.jpg,BLURRED_name_train\0036286_generated.png,TRAIN_SEGMENTED\0036286_generated_segmented.png,CVUSA_subset\bingmap\input0036286.png
CVUSA_subset\streetview\0036288.jpg,BLURRED_name_train\0036288_generated.png,TRAIN_SEGMENTED\0036288_generated_segmented.png,CVUSA_subset\bingmap\input0036288.png
CVUSA_subset\streetview\0036290.jpg,BLURRED_name_train\0036290_generated.png,TRAIN_SEGMENTED\0036290_generated_segmented.png,CVUSA_subset\bingmap\input0036290.png
CVUSA_subset\streetview\0036299.jpg,BLURRED_name_train\0036299_generated.png,TRAIN_SEGMENTED\0036299_generated_segmented.png,CVUSA_subset\bingmap\input0036299.png
CVUSA_subset\streetview\0036305.jpg,BLURRED_name_train\0036305_generated.png,TRAIN_SEGMENTED\0036305_generated_segmented.png,CVUSA_subset\bingmap\input0036305.png
CVUSA_subset\streetview\0036306.jpg,BLURRED_name_train\0036306_generated.png,TRAIN_SEGMENTED\0036306_generated_segmented.png,CVUSA_subset\bingmap\input0036306.png
CVUSA_subset\streetview\0036311.jpg,BLURRED_name_train\0036311_generated.png,TRAIN_SEGMENTED\0036311_generated_segmented.png,CVUSA_subset\bingmap\input0036311.png
CVUSA_subset\streetview\0036312.jpg,BLURRED_name_train\0036312_generated.png,TRAIN_SEGMENTED\0036312_generated_segmented.png,CVUSA_subset\bingmap\input0036312.png
CVUSA_subset\streetview\0036316.jpg,BLURRED_name_train\0036316_generated.png,TRAIN_SEGMENTED\0036316_generated_segmented.png,CVUSA_subset\bingmap\input0036316.png
CVUSA_subset\streetview\0036331.jpg,BLURRED_name_train\0036331_generated.png,TRAIN_SEGMENTED\0036331_generated_segmented.png,CVUSA_subset\bingmap\input0036331.png
CVUSA_subset\streetview\0036338.jpg,BLURRED_name_train\0036338_generated.png,TRAIN_SEGMENTED\0036338_generated_segmented.png,CVUSA_subset\bingmap\input0036338.png
CVUSA_subset\streetview\0036353.jpg,BLURRED_name_train\0036353_generated.png,TRAIN_SEGMENTED\0036353_generated_segmented.png,CVUSA_subset\bingmap\input0036353.png
CVUSA_subset\streetview\0036356.jpg,BLURRED_name_train\0036356_generated.png,TRAIN_SEGMENTED\0036356_generated_segmented.png,CVUSA_subset\bingmap\input0036356.png
CVUSA_subset\streetview\0036357.jpg,BLURRED_name_train\0036357_generated.png,TRAIN_SEGMENTED\0036357_generated_segmented.png,CVUSA_subset\bingmap\input0036357.png
CVUSA_subset\streetview\0036377.jpg,BLURRED_name_train\0036377_generated.png,TRAIN_SEGMENTED\0036377_generated_segmented.png,CVUSA_subset\bingmap\input0036377.png
CVUSA_subset\streetview\0036398.jpg,BLURRED_name_train\0036398_generated.png,TRAIN_SEGMENTED\0036398_generated_segmented.png,CVUSA_subset\bingmap\input0036398.png
CVUSA_subset\streetview\0036402.jpg,BLURRED_name_train\0036402_generated.png,TRAIN_SEGMENTED\0036402_generated_segmented.png,CVUSA_subset\bingmap\input0036402.png
CVUSA_subset\streetview\0036414.jpg,BLURRED_name_train\0036414_generated.png,TRAIN_SEGMENTED\0036414_generated_segmented.png,CVUSA_subset\bingmap\input0036414.png
CVUSA_subset\streetview\0036430.jpg,BLURRED_name_train\0036430_generated.png,TRAIN_SEGMENTED\0036430_generated_segmented.png,CVUSA_subset\bingmap\input0036430.png
CVUSA_subset\streetview\0036433.jpg,BLURRED_name_train\0036433_generated.png,TRAIN_SEGMENTED\0036433_generated_segmented.png,CVUSA_subset\bingmap\input0036433.png
CVUSA_subset\streetview\0036440.jpg,BLURRED_name_train\0036440_generated.png,TRAIN_SEGMENTED\0036440_generated_segmented.png,CVUSA_subset\bingmap\input0036440.png
CVUSA_subset\streetview\0036445.jpg,BLURRED_name_train\0036445_generated.png,TRAIN_SEGMENTED\0036445_generated_segmented.png,CVUSA_subset\bingmap\input0036445.png
CVUSA_subset\streetview\0036453.jpg,BLURRED_name_train\0036453_generated.png,TRAIN_SEGMENTED\0036453_generated_segmented.png,CVUSA_subset\bingmap\input0036453.png
CVUSA_subset\streetview\0036458.jpg,BLURRED_name_train\0036458_generated.png,TRAIN_SEGMENTED\0036458_generated_segmented.png,CVUSA_subset\bingmap\input0036458.png
CVUSA_subset\streetview\0036460.jpg,BLURRED_name_train\0036460_generated.png,TRAIN_SEGMENTED\0036460_generated_segmented.png,CVUSA_subset\bingmap\input0036460.png
CVUSA_subset\streetview\0036468.jpg,BLURRED_name_train\0036468_generated.png,TRAIN_SEGMENTED\0036468_generated_segmented.png,CVUSA_subset\bingmap\input0036468.png
CVUSA_subset\streetview\0036469.jpg,BLURRED_name_train\0036469_generated.png,TRAIN_SEGMENTED\0036469_generated_segmented.png,CVUSA_subset\bingmap\input0036469.png
CVUSA_subset\streetview\0036470.jpg,BLURRED_name_train\0036470_generated.png,TRAIN_SEGMENTED\0036470_generated_segmented.png,CVUSA_subset\bingmap\input0036470.png
CVUSA_subset\streetview\0036507.jpg,BLURRED_name_train\0036507_generated.png,TRAIN_SEGMENTED\0036507_generated_segmented.png,CVUSA_subset\bingmap\input0036507.png
CVUSA_subset\streetview\0036515.jpg,BLURRED_name_train\0036515_generated.png,TRAIN_SEGMENTED\0036515_generated_segmented.png,CVUSA_subset\bingmap\input0036515.png
CVUSA_subset\streetview\0036518.jpg,BLURRED_name_train\0036518_generated.png,TRAIN_SEGMENTED\0036518_generated_segmented.png,CVUSA_subset\bingmap\input0036518.png
CVUSA_subset\streetview\0036531.jpg,BLURRED_name_train\0036531_generated.png,TRAIN_SEGMENTED\0036531_generated_segmented.png,CVUSA_subset\bingmap\input0036531.png
CVUSA_subset\streetview\0036533.jpg,BLURRED_name_train\0036533_generated.png,TRAIN_SEGMENTED\0036533_generated_segmented.png,CVUSA_subset\bingmap\input0036533.png
CVUSA_subset\streetview\0036542.jpg,BLURRED_name_train\0036542_generated.png,TRAIN_SEGMENTED\0036542_generated_segmented.png,CVUSA_subset\bingmap\input0036542.png
CVUSA_subset\streetview\0036545.jpg,BLURRED_name_train\0036545_generated.png,TRAIN_SEGMENTED\0036545_generated_segmented.png,CVUSA_subset\bingmap\input0036545.png
CVUSA_subset\streetview\0036547.jpg,BLURRED_name_train\0036547_generated.png,TRAIN_SEGMENTED\0036547_generated_segmented.png,CVUSA_subset\bingmap\input0036547.png
CVUSA_subset\streetview\0036548.jpg,BLURRED_name_train\0036548_generated.png,TRAIN_SEGMENTED\0036548_generated_segmented.png,CVUSA_subset\bingmap\input0036548.png
CVUSA_subset\streetview\0036549.jpg,BLURRED_name_train\0036549_generated.png,TRAIN_SEGMENTED\0036549_generated_segmented.png,CVUSA_subset\bingmap\input0036549.png
CVUSA_subset\streetview\0036552.jpg,BLURRED_name_train\0036552_generated.png,TRAIN_SEGMENTED\0036552_generated_segmented.png,CVUSA_subset\bingmap\input0036552.png
CVUSA_subset\streetview\0036554.jpg,BLURRED_name_train\0036554_generated.png,TRAIN_SEGMENTED\0036554_generated_segmented.png,CVUSA_subset\bingmap\input0036554.png
CVUSA_subset\streetview\0036576.jpg,BLURRED_name_train\0036576_generated.png,TRAIN_SEGMENTED\0036576_generated_segmented.png,CVUSA_subset\bingmap\input0036576.png
CVUSA_subset\streetview\0036578.jpg,BLURRED_name_train\0036578_generated.png,TRAIN_SEGMENTED\0036578_generated_segmented.png,CVUSA_subset\bingmap\input0036578.png
CVUSA_subset\streetview\0036583.jpg,BLURRED_name_train\0036583_generated.png,TRAIN_SEGMENTED\0036583_generated_segmented.png,CVUSA_subset\bingmap\input0036583.png
CVUSA_subset\streetview\0036584.jpg,BLURRED_name_train\0036584_generated.png,TRAIN_SEGMENTED\0036584_generated_segmented.png,CVUSA_subset\bingmap\input0036584.png
CVUSA_subset\streetview\0036591.jpg,BLURRED_name_train\0036591_generated.png,TRAIN_SEGMENTED\0036591_generated_segmented.png,CVUSA_subset\bingmap\input0036591.png
CVUSA_subset\streetview\0036593.jpg,BLURRED_name_train\0036593_generated.png,TRAIN_SEGMENTED\0036593_generated_segmented.png,CVUSA_subset\bingmap\input0036593.png
CVUSA_subset\streetview\0036595.jpg,BLURRED_name_train\0036595_generated.png,TRAIN_SEGMENTED\0036595_generated_segmented.png,CVUSA_subset\bingmap\input0036595.png
CVUSA_subset\streetview\0036604.jpg,BLURRED_name_train\0036604_generated.png,TRAIN_SEGMENTED\0036604_generated_segmented.png,CVUSA_subset\bingmap\input0036604.png
CVUSA_subset\streetview\0036613.jpg,BLURRED_name_train\0036613_generated.png,TRAIN_SEGMENTED\0036613_generated_segmented.png,CVUSA_subset\bingmap\input0036613.png
CVUSA_subset\streetview\0036624.jpg,BLURRED_name_train\0036624_generated.png,TRAIN_SEGMENTED\0036624_generated_segmented.png,CVUSA_subset\bingmap\input0036624.png
CVUSA_subset\streetview\0036633.jpg,BLURRED_name_train\0036633_generated.png,TRAIN_SEGMENTED\0036633_generated_segmented.png,CVUSA_subset\bingmap\input0036633.png
CVUSA_subset\streetview\0036637.jpg,BLURRED_name_train\0036637_generated.png,TRAIN_SEGMENTED\0036637_generated_segmented.png,CVUSA_subset\bingmap\input0036637.png
CVUSA_subset\streetview\0036638.jpg,BLURRED_name_train\0036638_generated.png,TRAIN_SEGMENTED\0036638_generated_segmented.png,CVUSA_subset\bingmap\input0036638.png
CVUSA_subset\streetview\0036642.jpg,BLURRED_name_train\0036642_generated.png,TRAIN_SEGMENTED\0036642_generated_segmented.png,CVUSA_subset\bingmap\input0036642.png
CVUSA_subset\streetview\0036644.jpg,BLURRED_name_train\0036644_generated.png,TRAIN_SEGMENTED\0036644_generated_segmented.png,CVUSA_subset\bingmap\input0036644.png
CVUSA_subset\streetview\0036647.jpg,BLURRED_name_train\0036647_generated.png,TRAIN_SEGMENTED\0036647_generated_segmented.png,CVUSA_subset\bingmap\input0036647.png
CVUSA_subset\streetview\0036663.jpg,BLURRED_name_train\0036663_generated.png,TRAIN_SEGMENTED\0036663_generated_segmented.png,CVUSA_subset\bingmap\input0036663.png
CVUSA_subset\streetview\0036664.jpg,BLURRED_name_train\0036664_generated.png,TRAIN_SEGMENTED\0036664_generated_segmented.png,CVUSA_subset\bingmap\input0036664.png
CVUSA_subset\streetview\0036679.jpg,BLURRED_name_train\0036679_generated.png,TRAIN_SEGMENTED\0036679_generated_segmented.png,CVUSA_subset\bingmap\input0036679.png
CVUSA_subset\streetview\0036685.jpg,BLURRED_name_train\0036685_generated.png,TRAIN_SEGMENTED\0036685_generated_segmented.png,CVUSA_subset\bingmap\input0036685.png
CVUSA_subset\streetview\0036692.jpg,BLURRED_name_train\0036692_generated.png,TRAIN_SEGMENTED\0036692_generated_segmented.png,CVUSA_subset\bingmap\input0036692.png
CVUSA_subset\streetview\0036699.jpg,BLURRED_name_train\0036699_generated.png,TRAIN_SEGMENTED\0036699_generated_segmented.png,CVUSA_subset\bingmap\input0036699.png
CVUSA_subset\streetview\0036703.jpg,BLURRED_name_train\0036703_generated.png,TRAIN_SEGMENTED\0036703_generated_segmented.png,CVUSA_subset\bingmap\input0036703.png
CVUSA_subset\streetview\0036704.jpg,BLURRED_name_train\0036704_generated.png,TRAIN_SEGMENTED\0036704_generated_segmented.png,CVUSA_subset\bingmap\input0036704.png
CVUSA_subset\streetview\0036705.jpg,BLURRED_name_train\0036705_generated.png,TRAIN_SEGMENTED\0036705_generated_segmented.png,CVUSA_subset\bingmap\input0036705.png
CVUSA_subset\streetview\0036706.jpg,BLURRED_name_train\0036706_generated.png,TRAIN_SEGMENTED\0036706_generated_segmented.png,CVUSA_subset\bingmap\input0036706.png
CVUSA_subset\streetview\0036709.jpg,BLURRED_name_train\0036709_generated.png,TRAIN_SEGMENTED\0036709_generated_segmented.png,CVUSA_subset\bingmap\input0036709.png
CVUSA_subset\streetview\0036714.jpg,BLURRED_name_train\0036714_generated.png,TRAIN_SEGMENTED\0036714_generated_segmented.png,CVUSA_subset\bingmap\input0036714.png
CVUSA_subset\streetview\0036717.jpg,BLURRED_name_train\0036717_generated.png,TRAIN_SEGMENTED\0036717_generated_segmented.png,CVUSA_subset\bingmap\input0036717.png
CVUSA_subset\streetview\0036727.jpg,BLURRED_name_train\0036727_generated.png,TRAIN_SEGMENTED\0036727_generated_segmented.png,CVUSA_subset\bingmap\input0036727.png
CVUSA_subset\streetview\0036733.jpg,BLURRED_name_train\0036733_generated.png,TRAIN_SEGMENTED\0036733_generated_segmented.png,CVUSA_subset\bingmap\input0036733.png
CVUSA_subset\streetview\0036737.jpg,BLURRED_name_train\0036737_generated.png,TRAIN_SEGMENTED\0036737_generated_segmented.png,CVUSA_subset\bingmap\input0036737.png
CVUSA_subset\streetview\0036741.jpg,BLURRED_name_train\0036741_generated.png,TRAIN_SEGMENTED\0036741_generated_segmented.png,CVUSA_subset\bingmap\input0036741.png
CVUSA_subset\streetview\0036744.jpg,BLURRED_name_train\0036744_generated.png,TRAIN_SEGMENTED\0036744_generated_segmented.png,CVUSA_subset\bingmap\input0036744.png
CVUSA_subset\streetview\0036763.jpg,BLURRED_name_train\0036763_generated.png,TRAIN_SEGMENTED\0036763_generated_segmented.png,CVUSA_subset\bingmap\input0036763.png
CVUSA_subset\streetview\0036766.jpg,BLURRED_name_train\0036766_generated.png,TRAIN_SEGMENTED\0036766_generated_segmented.png,CVUSA_subset\bingmap\input0036766.png
CVUSA_subset\streetview\0036775.jpg,BLURRED_name_train\0036775_generated.png,TRAIN_SEGMENTED\0036775_generated_segmented.png,CVUSA_subset\bingmap\input0036775.png
CVUSA_subset\streetview\0036776.jpg,BLURRED_name_train\0036776_generated.png,TRAIN_SEGMENTED\0036776_generated_segmented.png,CVUSA_subset\bingmap\input0036776.png
CVUSA_subset\streetview\0036780.jpg,BLURRED_name_train\0036780_generated.png,TRAIN_SEGMENTED\0036780_generated_segmented.png,CVUSA_subset\bingmap\input0036780.png
CVUSA_subset\streetview\0036783.jpg,BLURRED_name_train\0036783_generated.png,TRAIN_SEGMENTED\0036783_generated_segmented.png,CVUSA_subset\bingmap\input0036783.png
CVUSA_subset\streetview\0036796.jpg,BLURRED_name_train\0036796_generated.png,TRAIN_SEGMENTED\0036796_generated_segmented.png,CVUSA_subset\bingmap\input0036796.png
CVUSA_subset\streetview\0036797.jpg,BLURRED_name_train\0036797_generated.png,TRAIN_SEGMENTED\0036797_generated_segmented.png,CVUSA_subset\bingmap\input0036797.png
CVUSA_subset\streetview\0036801.jpg,BLURRED_name_train\0036801_generated.png,TRAIN_SEGMENTED\0036801_generated_segmented.png,CVUSA_subset\bingmap\input0036801.png
CVUSA_subset\streetview\0036805.jpg,BLURRED_name_train\0036805_generated.png,TRAIN_SEGMENTED\0036805_generated_segmented.png,CVUSA_subset\bingmap\input0036805.png
CVUSA_subset\streetview\0036810.jpg,BLURRED_name_train\0036810_generated.png,TRAIN_SEGMENTED\0036810_generated_segmented.png,CVUSA_subset\bingmap\input0036810.png
CVUSA_subset\streetview\0036823.jpg,BLURRED_name_train\0036823_generated.png,TRAIN_SEGMENTED\0036823_generated_segmented.png,CVUSA_subset\bingmap\input0036823.png
CVUSA_subset\streetview\0036827.jpg,BLURRED_name_train\0036827_generated.png,TRAIN_SEGMENTED\0036827_generated_segmented.png,CVUSA_subset\bingmap\input0036827.png
CVUSA_subset\streetview\0036828.jpg,BLURRED_name_train\0036828_generated.png,TRAIN_SEGMENTED\0036828_generated_segmented.png,CVUSA_subset\bingmap\input0036828.png
CVUSA_subset\streetview\0036832.jpg,BLURRED_name_train\0036832_generated.png,TRAIN_SEGMENTED\0036832_generated_segmented.png,CVUSA_subset\bingmap\input0036832.png
CVUSA_subset\streetview\0036838.jpg,BLURRED_name_train\0036838_generated.png,TRAIN_SEGMENTED\0036838_generated_segmented.png,CVUSA_subset\bingmap\input0036838.png
CVUSA_subset\streetview\0036842.jpg,BLURRED_name_train\0036842_generated.png,TRAIN_SEGMENTED\0036842_generated_segmented.png,CVUSA_subset\bingmap\input0036842.png
CVUSA_subset\streetview\0036860.jpg,BLURRED_name_train\0036860_generated.png,TRAIN_SEGMENTED\0036860_generated_segmented.png,CVUSA_subset\bingmap\input0036860.png
